PONOT2016121398960NARUSKA                       NARUSKA                                               198601011FI1A3Lappi                         Lappland                      732Salla               Salla               1
PONOT2016121300102EDUSKUNTA                     RIKSDAGEN                                             198810011FI181Uusimaa                       Nyland                        091Helsinki            Helsingfors         2
PONOT2016121321101NAANTALI                      NAANTALI                                              199511012FI183Varsinais-Suomi               Egentliga Finland             529Naantali            Nådendal            1
PONOT2016121331720URJALANKYLÄ                   URJALANKYLÄ                                           199801021FI192Pirkanmaa                     Birkaland                     887Urjala              Urjala              1
PONOT2016121332140YPÄJÄ AS                      YPÄJÄ AS                                              200512161FI184Kanta-Häme                    Egentliga Tavastland          981Ypäjä               Ypäjä               1
PONOT2016121335301ORIVESI                       ORIVESI                                               198811012FI192Pirkanmaa                     Birkaland                     562Orivesi             Orivesi             1
PONOT2016121354120PULP                          PULP                                                  198601011FI187Etelä-Karjala                 Södra Karelen                 405Lappeenranta        Villmanstrand       1
PONOT2016121359730UUKUNIEMI                     UUKUNIEMI                                             199701021FI187Etelä-Karjala                 Södra Karelen                 580Parikkala           Parikkala           1
PONOT2016121360550NURMO                         NURMO                                                 200005151FI194Etelä-Pohjanmaa               Södra Österbotten             743Seinäjoki           Seinäjoki           1
PONOT2016121382601TOHMAJÄRVI                    TOHMAJÄRVI                                            199604012FI133Pohjois-Karjala               Norra Karelen                 848Tohmajärvi          Tohmajärvi          1
PONOT2016121386680VATJUSJÄRVI                   VATJUSJÄRVI                                           198601011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             071Haapavesi           Haapavesi           1
PONOT2016121390840HAUKIPUDAS                    HAUKIPUDAS                                            198601011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             564Oulu                Uleåborg            1
PONOT2016121396440ROVANIEMI                     ROVANIEMI                     ROI                     198811011FI1A3Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2016121399230JEESIÖJÄRVI                   JEESIÖJÄRVI                                           198601011FI1A3Lappi                         Lappland                      261Kittilä             Kittilä             1
